spawnCode,delay,enemyType,posX,posY,dropItemName,movX,movY,degreeZ,movSpeed,movingType,movDesX,movDesY,movExitX,movExitY,fieldTimeLimit,bulletType,bulletName,patternType,bulletSpeed,shootLimit,firstWaitTime,waitTime,
302,0,EnemyS_A,0,4,,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,7.75
303,1,EnemyM_C,-4,2,gold,0,-1,0,0.5,slow,-1.25,1,-2,-1,5,str,EBS_A,way,2.5,3,1.5,2,8.75
303,1,EnemyS_C,3.75,1,,0,1,0,2,slow,1.75,0.5,0,0,99,str,EBS_A,str,4,1,1,99,9.75
303,0.5,EnemyS_C,3.25,1,,0,1,0,2,slow,1.25,0.5,0,0,99,str,EBS_A,str,4,1,1,99,10.25
303,0.5,EnemyS_C,3.75,1,,0,1,0,2,slow,1.75,0.5,0,0,99,str,EBS_A,str,4,1,1,99,10.75
303,0.5,EnemyS_C,3.25,1,,0,1,0,2,slow,1.25,0.5,0,0,99,str,EBS_A,str,4,1,1,99,11.25
303,0.5,EnemyS_C,3.75,1,,0,1,0,2,slow,1.75,0.5,0,0,99,str,EBS_A,str,4,1,1,99,11.75
303,0.5,EnemyS_C,3.25,1,,0,1,0,2,slow,1.25,0.5,0,0,99,str,EBS_A,str,4,1,1,99,12.25
303,0.5,EnemyS_C,3.75,1,,0,1,0,2,slow,1.75,0.5,0,0,99,str,EBS_A,str,4,1,1,99,12.75
303,0.5,EnemyS_C,3.25,1,,0,1,0,2,slow,1.25,0.5,0,0,99,str,EBS_A,str,4,1,1,99,13.25
303,1,EnemyM_C,4,2,gold,0,-1,0,0.5,slow,1.25,1,2,-1,5,str,EBS_A,way,2.5,3,1.5,2,14.25
303,1,EnemyS_C,-3.75,1,,0,1,0,2,slow,-1.75,0.5,0,0,99,str,EBS_A,str,4,1,1,99,15.25
303,0.5,EnemyS_C,-3.25,1,,0,1,0,2,slow,-1.25,0.5,0,0,99,str,EBS_A,str,4,1,1,99,15.75
303,0.5,EnemyS_C,-3.75,1,,0,1,0,2,slow,-1.75,0.5,0,0,99,str,EBS_A,str,4,1,1,99,16.25
303,0.5,EnemyS_C,-3.25,1,,0,1,0,2,slow,-1.25,0.5,0,0,99,str,EBS_A,str,4,1,1,99,16.75
303,0.5,EnemyS_C,-3.75,1,,0,1,0,2,slow,-1.75,0.5,0,0,99,str,EBS_A,str,4,1,1,99,17.25
303,0.5,EnemyS_C,-3.25,1,,0,1,0,2,slow,-1.25,0.5,0,0,99,str,EBS_A,str,4,1,1,99,17.75
303,0.5,EnemyS_C,-3.75,1,,0,1,0,2,slow,-1.75,0.5,0,0,99,str,EBS_A,str,4,1,1,99,18.25
303,0.5,EnemyS_C,-3.25,1,,0,1,0,2,slow,-1.25,0.5,0,0,99,str,EBS_A,str,4,1,1,99,18.75
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
A00,1.5,Boss_A,0,4,,0,0,0,0,slow,0,1.5,0,0,60,str,EBS_A,none,0,0,1.5,0,
1++,15,EnemyS_B,-3,4,pow,0,-0.5,0,2,slow,-2,2,-1,-1,3,str,EBS_A,str,4,1,1.5,5,
1++,15,EnemyS_B,3,4,pow,0,-0.5,0,2,slow,2,2,1,-1,3,str,EBS_A,str,4,1,1.5,5,
1++,15,EnemyS_B,-3,4,pow,0,-0.5,0,2,slow,-2,2,-1,-1,3,str,EBS_A,str,4,1,1.5,5,
1++,15,EnemyS_B,3,4,pow,0,-0.5,0,2,slow,2,2,1,-1,3,str,EBS_A,str,4,1,1.5,5,
