spawnCode,delay,enemyType,posX,posY,dropItemName,movX,movY,degreeZ,movSpeed,movingType,movDesX,movDesY,movExitX,movExitY,fieldTimeLimit,bulletType,bulletName,patternType,bulletSpeed,shootLimit,firstWaitTime,waitTime,Time
403,0.5,EnemyS_C,-4,0,silver,0,1,0,2,slow,-2,0.5,0,0,99,str,EBS_A,str,4,1,1,99,15.75
403,0.5,EnemyS_C,-3,0,,0,1,0,2,slow,-1,0.5,0,0,99,str,EBS_A,str,4,1,1,99,16.25
403,0.5,EnemyS_C,-4,0,,0,1,0,2,slow,-2,0.5,0,0,99,str,EBS_A,str,4,1,1,99,16.75
403,0.5,EnemyS_C,-3,0,silver,0,1,0,2,slow,-1,0.5,0,0,99,str,EBS_A,str,4,1,1,99,17.25
403,0.5,EnemyS_C,-4,0,silver,0,1,0,2,slow,-2,0.5,0,0,99,str,EBS_A,str,4,1,1,99,17.75
403,0.5,EnemyS_C,-3,0,,0,1,0,2,slow,-1,0.5,0,0,99,str,EBS_A,str,4,1,1,99,18.25
403,0.5,EnemyS_C,-4,0,,0,1,0,2,slow,-2,0.5,0,0,99,str,EBS_A,str,4,1,1,99,18.75
404,1,EnemyS_A,-0.6,4,pow,0,-0.5,0,2,slow,-0.6,2,-2,1,4,str,EBS_A,str,4,1,1.5,5,19.75
404,0,EnemyS_A,0.6,4,gold,0,-0.5,0,2,slow,0.6,2,2,1,4,str,EBS_A,str,4,1,1.5,5,19.75
404,0.25,EnemyS_A,-1.2,4,,0,-0.5,0,2,slow,-1.2,1.6,-2,1,4,str,EBS_A,str,4,1,1.5,5,20
404,0,EnemyS_A,1.2,4,,0,-0.5,0,2,slow,1.2,1.6,2,1,4,str,EBS_A,str,4,1,1.5,5,20
404,0.25,EnemyS_A,-1.8,4,,0,-0.5,0,2,slow,-1.8,1.2,-2,1,4,str,EBS_A,str,4,1,1.5,5,20.25
404,0,EnemyS_A,1.8,4,,0,-0.5,0,2,slow,1.8,1.2,2,1,4,str,EBS_A,str,4,1,1.5,5,20.25
405,1,EnemyS_B,-1,4,silver,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,99,21.25
405,0.25,EnemyS_B,-1,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.8,99,21.5
405,0.25,EnemyS_B,-1,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,1,99,21.75
405,0.5,EnemyS_B,1,4,silver,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,99,22.25
405,0.25,EnemyS_B,1,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.8,99,22.5
405,0.25,EnemyS_B,1,4,,0,1,180,4,acc,0,0,0,0,99,str,EBS_A,str,4,1,1,99,22.75
411,1.25,EnemyS_B,3.5,2,,-3,-1,0,3,str,0,0,0,0,99,str,EBS_A,str,4,1,0.4,2,24
411,0.25,EnemyS_B,3.5,2,silver,-3,-1,0,3,str,0,0,0,0,99,str,EBS_A,str,4,1,0.6,2,24.25
411,0.25,EnemyS_B,3.5,2,,-3,-1,0,3,str,0,0,0,0,99,str,EBS_A,str,4,1,0.8,2,24.5
411,0.125,EnemyS_B,3.5,1,,-3,-1,0,3,str,0,0,0,0,99,str,EBS_A,str,4,1,0.4,2,24.625
411,0.125,EnemyS_B,3.5,2,silver,-3,-1,0,3,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,24.75
411,0.125,EnemyS_B,3.5,1,silver,-3,-1,0,3,str,0,0,0,0,99,str,EBS_A,str,4,1,0.6,2,24.875
411,0.125,EnemyS_B,3.5,2,,-3,-1,0,3,str,0,0,0,0,99,str,EBS_A,str,4,1,1.2,2,25
411,0.125,EnemyS_B,3.5,1,,-3,-1,0,3,str,0,0,0,0,99,str,EBS_A,str,4,1,0.8,2,25.125
411,0.25,EnemyS_B,3.5,1,silver,-3,-1,0,3,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,25.375
411,0.25,EnemyS_B,3.5,1,,-3,-1,0,3,str,0,0,0,0,99,str,EBS_A,str,4,1,1.2,2,25.625
412,1.125,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,26.75
412,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,27
412,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,27.25
412,0.25,EnemyS_C,1.5,4,,0,-1,0,1,slow,0.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,27.5
412,0.25,EnemyS_C,-0.5,4,silver,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,27.75
412,0.25,EnemyS_C,2,4,,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,28
412,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,28.25
412,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,28.5
412,0.25,EnemyS_C,1,4,silver,0,-1,0,1,slow,0,2,0,-1,5,str,EBS_A,str,4,1,1,2,28.75
412,0.25,EnemyS_C,1.5,4,,0,-1,0,1,slow,0.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,29
413,0.5,EnemyL_B,-1,4.5,gold,0,-1,0,0.5,slow,0,2.5,0,-1,8,acc,EBS_A,spr,3,8,1,3,29.5
413,0.75,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,30.25
413,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,30.5
413,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,30.75
413,0.25,EnemyS_C,2.5,4,,0,-1,0,1,slow,1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,31
413,0.25,EnemyS_C,-0.5,4,silver,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,31.25
413,0.25,EnemyS_C,2,4,,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,31.5
413,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,31.75
413,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,32
413,0.25,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,32.25
413,0.25,EnemyS_C,-0.5,4,,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,32.5
413,0.75,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,33.25
413,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,33.5
413,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,33.75
413,0.25,EnemyS_C,2.5,4,,0,-1,0,1,slow,1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,34
413,0.25,EnemyS_C,-0.5,4,silver,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,34.25
413,0.25,EnemyS_C,2,4,,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,34.5
413,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,34.75
413,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,35
413,0.25,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,35.25
413,0.25,EnemyS_C,-0.5,4,,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,35.5
413,0.75,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,36.25
413,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,36.5
413,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,36.75
413,0.25,EnemyS_C,2.5,4,,0,-1,0,1,slow,1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,37
413,0.25,EnemyS_C,-0.5,4,silver,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,37.25
413,0.25,EnemyS_C,2,4,,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,37.5
414,0.75,EnemyS_D,0,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,38.25
414,0.25,EnemyS_D,2,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,38.5
414,0.25,EnemyS_D,3,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,38.75
414,0.25,EnemyS_D,0,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,39
414,0.25,EnemyS_D,1,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,39.25
414,0.25,EnemyS_D,0,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,39.5
414,0.25,EnemyS_D,3,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,39.75
421,2.25,EnemyB_B,7,3,,0,-1,-70,1,str,0,0,0,0,99,str,EBS_A,str,0,0,99,99,42
421,1,EnemyS_A,-1,4,pow,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,43
421,0.25,EnemyS_A,-1.5,4,,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,43.25
421,0,EnemyS_A,-0.5,4,,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,43.25
421,0.25,EnemyS_A,-2,4,silver,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,43.5
421,0,EnemyS_A,0,4,silver,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,43.5
422,1.5,EnemyS_B,-3.5,3,silver,0,1,0,1,slow,-1,2,0,0,99,str,EBS_A,str,4,1,1,2,45
422,1.5,EnemyS_B,3.5,3,silver,0,1,0,1,slow,1,2,0,0,99,str,EBS_A,str,4,1,1,2,46.5
422,1.5,EnemyS_B,-4.5,3,silver,0,1,0,1,slow,-2,2,0,0,99,str,EBS_A,str,4,1,1,2,48
422,1.5,EnemyS_B,4.5,3,silver,0,1,0,1,slow,2,2,0,0,99,str,EBS_A,str,4,1,1,2,49.5
422,1.5,EnemyS_B,-3.5,3,silver,0,1,0,1,slow,-1,2,0,0,99,str,EBS_A,str,4,1,1,2,51
422,1.5,EnemyS_B,3.5,3,silver,0,1,0,1,slow,1,2,0,0,99,str,EBS_A,str,4,1,1,2,52.5
422,1.5,EnemyS_B,-4.5,3,silver,0,1,0,1,slow,-2,2,0,0,99,str,EBS_A,str,4,1,1,2,54
422,1.5,EnemyS_B,4.5,3,silver,0,1,0,1,slow,2,2,0,0,99,str,EBS_A,str,4,1,1,2,55.5
431,2.5,EnemyM_A,3.5,3.5,gold,0,1,120,1,str,0,0,0,0,99,acc,EBM_A,str,4,4,1.5,2,58
431,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,58.5
431,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,59
431,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,59.5
431,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,60
431,0.5,EnemyM_A,3.5,2.5,gold,0,1,120,1,str,0,0,0,0,99,acc,EBM_A,str,4,4,1.5,2,60.5
431,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,61
431,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,61.5
431,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,62
431,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,62.5
431,0.5,EnemyM_A,3.5,3.5,gold,0,1,120,1,str,0,0,0,0,99,acc,EBM_A,str,4,4,1.5,2,63
431,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,63.5
431,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,64
431,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,64.5
431,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,65
431,0.5,EnemyM_A,3.5,2.5,gold,0,1,120,1,str,0,0,0,0,99,acc,EBM_A,str,4,4,1.5,2,65.5
431,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,66
431,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,66.5
431,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,67
431,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,67.5
D00,1,Boss_D,0,4,,0,0,0,0,slow,0,1.5,0,0,60,str,EBS_A,none,0,0,1.5,0,68.5
4++,15,EnemyS_B,-3,4,pow,0,-0.5,0,2,slow,-2,2,-1,-1,3,str,EBS_A,str,4,1,1.5,5,83.5
4++,15,EnemyS_B,3,4,pow,0,-0.5,0,2,slow,2,2,1,-1,3,str,EBS_A,str,4,1,1.5,5,98.5
4++,15,EnemyS_B,-3,4,pow,0,-0.5,0,2,slow,-2,2,-1,-1,3,str,EBS_A,str,4,1,1.5,5,113.5
4++,15,EnemyS_B,3,4,pow,0,-0.5,0,2,slow,2,2,1,-1,3,str,EBS_A,str,4,1,1.5,5,128.5
