spawnCode,delay,enemyType,posX,posY,dropItemName,movX,movY,degreeZ,movSpeed,movingType,movDesX,movDesY,movExitX,movExitY,fieldTimeLimit,bulletType,bulletName,patternType,bulletSpeed,shootLimit,firstWaitTime,waitTime,Time
312,0.25,EnemyS_C,1.5,4,,0,-1,0,1,slow,0.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,29
313,0.5,EnemyL_B,-1,4.5,gold,0,-1,0,0.5,slow,0,2.5,0,-1,8,acc,EBS_A,spr,3,8,1,3,29.5
313,0.75,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,30.25
313,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,30.5
313,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,30.75
313,0.25,EnemyS_C,2.5,4,,0,-1,0,1,slow,1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,31
313,0.25,EnemyS_C,-0.5,4,silver,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,31.25
313,0.25,EnemyS_C,2,4,,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,31.5
313,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,31.75
313,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,32
313,0.25,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,32.25
313,0.25,EnemyS_C,-0.5,4,,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,32.5
313,0.75,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,33.25
313,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,33.5
313,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,33.75
313,0.25,EnemyS_C,2.5,4,,0,-1,0,1,slow,1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,34
313,0.25,EnemyS_C,-0.5,4,silver,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,34.25
313,0.25,EnemyS_C,2,4,,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,34.5
313,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,34.75
313,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,35
313,0.25,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,35.25
313,0.25,EnemyS_C,-0.5,4,,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,35.5
313,0.75,EnemyS_C,2,4,silver,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,36.25
313,0.25,EnemyS_C,0,4,,0,-1,0,1,slow,-1,2,0,-1,5,str,EBS_A,str,4,1,1,2,36.5
313,0.25,EnemyS_C,-1,4,silver,0,-1,0,1,slow,-2,2,0,-1,5,str,EBS_A,str,4,1,1,2,36.75
313,0.25,EnemyS_C,2.5,4,,0,-1,0,1,slow,1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,37
313,0.25,EnemyS_C,-0.5,4,silver,0,-1,0,1,slow,-1.5,2,0,-1,5,str,EBS_A,str,4,1,1,2,37.25
313,0.25,EnemyS_C,2,4,,0,-1,0,1,slow,1,2,0,-1,5,str,EBS_A,str,4,1,1,2,37.5
314,0.75,EnemyS_D,0,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,38.25
314,0.25,EnemyS_D,2,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,38.5
314,0.25,EnemyS_D,3,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,38.75
314,0.25,EnemyS_D,0,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,39
314,0.25,EnemyS_D,1,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,39.25
314,0.25,EnemyS_D,0,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,39.5
314,0.25,EnemyS_D,3,4,,0,1,150,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,39.75
321,2.25,EnemyB_B,7,3,,0,-1,-70,1,str,0,0,0,0,99,str,EBS_A,str,0,0,99,99,42
321,1,EnemyS_A,-1,4,pow,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,43
321,0.25,EnemyS_A,-1.5,4,,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,43.25
321,0,EnemyS_A,-0.5,4,,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,43.25
321,0.25,EnemyS_A,-2,4,silver,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,43.5
321,0,EnemyS_A,0,4,silver,0,-1,0,2,str,0,0,0,0,99,str,EBS_A,str,4,1,1,2,43.5
322,1.5,EnemyS_B,-3.5,3,silver,0,1,0,1,slow,-1,2,0,0,99,str,EBS_A,str,4,1,1,2,45
322,1.5,EnemyS_B,3.5,3,silver,0,1,0,1,slow,1,2,0,0,99,str,EBS_A,str,4,1,1,2,46.5
322,1.5,EnemyS_B,-4.5,3,silver,0,1,0,1,slow,-2,2,0,0,99,str,EBS_A,str,4,1,1,2,48
322,1.5,EnemyS_B,4.5,3,silver,0,1,0,1,slow,2,2,0,0,99,str,EBS_A,str,4,1,1,2,49.5
322,1.5,EnemyS_B,-3.5,3,silver,0,1,0,1,slow,-1,2,0,0,99,str,EBS_A,str,4,1,1,2,51
322,1.5,EnemyS_B,3.5,3,silver,0,1,0,1,slow,1,2,0,0,99,str,EBS_A,str,4,1,1,2,52.5
322,1.5,EnemyS_B,-4.5,3,silver,0,1,0,1,slow,-2,2,0,0,99,str,EBS_A,str,4,1,1,2,54
322,1.5,EnemyS_B,4.5,3,silver,0,1,0,1,slow,2,2,0,0,99,str,EBS_A,str,4,1,1,2,55.5
331,2.5,EnemyM_A,3.5,3.5,gold,0,1,120,1,str,0,0,0,0,99,acc,EBM_A,str,4,4,1.5,2,58
331,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,58.5
331,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,59
331,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,59.5
331,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,60
331,0.5,EnemyM_A,3.5,2.5,gold,0,1,120,1,str,0,0,0,0,99,acc,EBM_A,str,4,4,1.5,2,60.5
331,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,61
331,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,61.5
331,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,62
331,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,62.5
331,0.5,EnemyM_A,3.5,3.5,gold,0,1,120,1,str,0,0,0,0,99,acc,EBM_A,str,4,4,1.5,2,63
331,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,63.5
331,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,64
331,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,64.5
331,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,65
331,0.5,EnemyM_A,3.5,2.5,gold,0,1,120,1,str,0,0,0,0,99,acc,EBM_A,str,4,4,1.5,2,65.5
331,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,66
331,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,66.5
331,0.5,EnemyS_D,3.5,2,,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,67
331,0.5,EnemyS_D,3.5,1.5,silver,0,1,120,3,acc,0,0,0,0,99,str,EBS_A,str,4,1,0.6,5,67.5
C00,1,Boss_C,0,4,,0,0,0,0,slow,0,1.5,0,0,60,str,EBS_A,none,0,0,1.5,0,68.5
3++,15,EnemyS_B,-3,4,pow,0,-0.5,0,2,slow,-2,2,-1,-1,3,str,EBS_A,str,4,1,1.5,5,83.5
3++,15,EnemyS_B,3,4,pow,0,-0.5,0,2,slow,2,2,1,-1,3,str,EBS_A,str,4,1,1.5,5,98.5
3++,15,EnemyS_B,-3,4,pow,0,-0.5,0,2,slow,-2,2,-1,-1,3,str,EBS_A,str,4,1,1.5,5,113.5
3++,15,EnemyS_B,3,4,pow,0,-0.5,0,2,slow,2,2,1,-1,3,str,EBS_A,str,4,1,1.5,5,128.5
